Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Jakarta Barat,Vicky Ling,"Tempat ny bersih,pelayan ramah dan gesit",5,4 bulan lalu
Kantor Pos Jakarta Barat,Yohanes Teguh,"Kirim paket ke luar negeri dan membayar PDAM/PLN selalu disini, pelayanannya sekarang ramah dan cepat",5,11 bulan lalu
Kantor Pos Jakarta Barat,Senja Anastasja,"Tracking Number: CW748870756US
Image of a progress bar displaying In Transit status in-transit
Product & Tracking Information
Postal Product:
Priority Mail International Parcels
Features:
International Parcels
DATE & TIME
STATUS OF ITEM
LOCATION
December 4, 2014 , 8:37 am
Attempted Delivery Abroad
INDONESIA
We attempted to deliver your item in INDONESIA at 8:37 am on December 4, 2014.

Paket sudah tiba di Indonesia dari tgl 4 Desember, tapi pemberitahuan melalui Kartu baru hari ini datang tgl 9 Desember (5 hari kemudian) .. Pertanyaan saya, kenapa Paketnya tidak diantar sesuai alamat yang tertera di paket itu .. ?  Memangnya pelayanannya hanya sebatas sampai di Kantor Pos saja .. ? Kalau mau bertanya soal detail barang yang dikirim, dari sini sudah saya tuliskan lengkap isi paketnya apa2 saja, dan sudah ditempelkan langsung sama Petugas di Paketnya didepan mata saya.  Trus .. kenapa si Penerima di Indonesia harus di persulit lagi untuk ambil di Kantor Pos .. ?  Tolonglah Pelayanannya yang prima .. Terima kasih",1,10 tahun lalu
Kantor Pos Jakarta Barat,Siti Nur Arifah,Pelayanan nya bagus kirim paket dan dokumen cepat sampai,5,6 bulan lalu
Kantor Pos Jakarta Barat,Ronald Stevanus Susanto,"Sarana pengiriman surat dan paket tertua di Indonesia

Hanya saya ternyata pengelolaannya oleh badan berplat merah ini sangat tidak bagus. Kalah dengan competitor lainnya.

Cuman kalo soal harga memang lebih murah, karena tujuannya untuk pelayanan masyarakat.

Tempat saya berkunjung ini juga sudah berubah jauh, nyaman dan lebih tertata.",4,2 tahun lalu
Kantor Pos Jakarta Barat,Putri Solo,"Sangat membantu, ramah dan proaktif. Terimakasih teman2 di Kantor Pos JakBar. Khususnya Mas Tri & Mba Nuning 🙏🏻 …",5,9 bulan lalu
Kantor Pos Jakarta Barat,Angga Saputra,"Pengalaman Saya pertama kali pakai jasa kirim Pos Indonesia, untuk memesan buku dari Sleman ke Jakarta Barat, luar biasa lambat dan buruk pelayanannya. Omong kosong customer servive:
1. ""Alamatnya tidak lengkap"" (padahal saya isi dengan jelas),
2. ""Nanti dikabarin ke nomor teleponnya"" (nihil)
3. Tapi untuk bapak security nya sih sopan dan baik (panjang umur bapak security pos)",2,5 tahun lalu
Kantor Pos Jakarta Barat,faisal hadi,"Tempatnya sangat strategis, berseberangan dgn Indosiar, pelayanan nya bagus, ramah, serta tarifnya yg sangat murah, dan jam layanannya yg panjang, 07.00 s.d 21.00",5,11 bulan lalu
Kantor Pos Jakarta Barat,Arman Riady,"Kecewa banget! Kalo emng sibuk bagiin bansos ya mendingan layanannya ditutup lah sampe kelar (sangat gak profesional, cuma mau duitnya aja). Gw udah keluar duit buat ke kantornya dan juga pesen gojek untuk pick up barang gw disanaa, tapi katanya barangnya belom ketemu. Mendingan pake layanan yg lain deh guys, drpd lo naik darah. Ya gak juga heran sih kalo sempet ada kabar bakal bangkrut, wong komsumennya aja gak dihargai.",1,4 tahun lalu
Kantor Pos Jakarta Barat,WN P,"Entahlah.. Sepertinya tidak professional, beda dengan jasa lainnya .. Barang udah sampai di kantor pos. Tidak ada yg beritahu. Di kira masih di kebapeanan. Padahal udah clearance seminggu yg lalu... Dikira kirim ke rumah. Gak ada kabar. Di email baru tau barang dikantor pos. Ambil sndiri..",1,5 tahun lalu
